root@comp3134-winter2023:~# tcpdump -i eth0 tcp
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:32:36.070942 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 148262244:148262352, ack 3544080981, win 501, length 108
20:32:36.177371 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 209696:209860, ack 109, win 501, length 164
20:32:36.177404 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 209860:210024, ack 109, win 501, length 164
20:32:36.177438 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 210024:210188, ack 109, win 501, length 164
20:32:36.177470 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 210188:210352, ack 109, win 501, length 164
20:32:36.177503 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 210352:210516, ack 109, win 501, length 164
20:32:36.177543 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 210516:210680, ack 109, win 501, length 164
20:32:36.177583 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 210680:210844, ack 109, win 501, length 164
20:32:36.177614 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 210844:211008, ack 109, win 501, length 164
20:32:36.177659 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 211008:211300, ack 109, win 501, length 292
20:32:36.177695 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 211300:211464, ack 109, win 501, length 164
20:32:36.177769 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 211464:211628, ack 109, win 501, length 164
20:32:36.177820 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 211628:211792, ack 109, win 501, length 164
20:32:36.177892 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 211792:211956, ack 109, win 501, length 164
20:32:36.177936 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 211956:212120, ack 109, win 501, length 164
20:32:36.177974 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 212120:212284, ack 109, win 501, length 164
20:32:36.178012 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 212284:212448, ack 109, win 501, length 164
20:32:36.178049 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 212448:212612, ack 109, win 501, length 164
20:32:36.178102 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 212612:212776, ack 109, win 501, length 164
20:32:36.178142 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 212776:212940, ack 109, win 501, length 164
20:32:36.178179 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 212940:213104, ack 109, win 501, length 164
20:32:36.178666 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 204896, win 510, length 0
20:32:36.178703 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 213104:213268, ack 109, win 501, length 164
20:32:36.178838 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 213268:213544, ack 109, win 501, length 276
20:32:36.178943 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 213544:213708, ack 109, win 501, length 164
20:32:36.180487 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 207960, win 512, length 0
20:32:36.180487 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 210352, win 512, length 0
20:32:36.180487 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 210680, win 511, length 0
20:32:36.180487 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 213268, win 512, length 0
20:32:36.180538 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 213708:213872, ack 109, win 501, length 164
20:32:36.180716 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 213872:214468, ack 109, win 501, length 596
20:32:36.180791 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 214468:214632, ack 109, win 501, length 164
20:32:36.180845 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 214632:214796, ack 109, win 501, length 164
20:32:36.180898 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 214796:214960, ack 109, win 501, length 164
20:32:36.180950 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 214960:215124, ack 109, win 501, length 164
20:32:36.181001 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 215124:215288, ack 109, win 501, length 164
20:32:36.181053 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 215288:215452, ack 109, win 501, length 164
20:32:36.181103 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 215452:215616, ack 109, win 501, length 164
20:32:36.181162 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 215616:215780, ack 109, win 501, length 164
20:32:36.181370 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 215780:215944, ack 109, win 501, length 164
20:32:36.181393 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 213708, win 511, length 0
20:32:36.181464 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 215944:216220, ack 109, win 501, length 276
20:32:36.181521 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 216220:216384, ack 109, win 501, length 164
20:32:36.181570 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 216384:216548, ack 109, win 501, length 164
20:32:36.181617 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 216548:216712, ack 109, win 501, length 164
20:32:36.181731 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 216712:216876, ack 109, win 501, length 164
20:32:36.181802 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 216876:217040, ack 109, win 501, length 164
20:32:36.181863 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 217040:217204, ack 109, win 501, length 164
20:32:36.181952 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 217204:217368, ack 109, win 501, length 164
20:32:36.182008 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 217368:217532, ack 109, win 501, length 164
20:32:36.182057 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 217532:217696, ack 109, win 501, length 164
20:32:36.182127 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 217696:217860, ack 109, win 501, length 164
20:32:36.182180 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 217860:218024, ack 109, win 501, length 164
20:32:36.182230 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 218024:218188, ack 109, win 501, length 164
20:32:36.182281 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 218188:218352, ack 109, win 501, length 164
20:32:36.182334 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 218352:218516, ack 109, win 501, length 164
20:32:36.182385 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 218516:218680, ack 109, win 501, length 164
20:32:36.182614 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 218680:218844, ack 109, win 501, length 164
20:32:36.182676 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 218844:219008, ack 109, win 501, length 164
20:32:36.182728 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219008:219172, ack 109, win 501, length 164
20:32:36.182782 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219172:219336, ack 109, win 501, length 164
20:32:36.182859 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219336:219500, ack 109, win 501, length 164
20:32:36.182940 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219500:219664, ack 109, win 501, length 164
20:32:36.183002 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219664:219828, ack 109, win 501, length 164
20:32:36.183062 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219828:219992, ack 109, win 501, length 164
20:32:36.183118 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 219992:220156, ack 109, win 501, length 164
20:32:36.183175 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 220156:220320, ack 109, win 501, length 164
20:32:36.183232 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 220320:220484, ack 109, win 501, length 164
20:32:36.183291 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 220484:220648, ack 109, win 501, length 164
20:32:36.183342 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 220648:220812, ack 109, win 501, length 164
20:32:36.183393 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 220812:220976, ack 109, win 501, length 164
20:32:36.183446 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 220976:221140, ack 109, win 501, length 164
20:32:36.183500 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 221140:221304, ack 109, win 501, length 164
20:32:36.183555 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 221304:221468, ack 109, win 501, length 164
20:32:36.183610 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 221468:221632, ack 109, win 501, length 164
20:32:36.183666 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 221632:221796, ack 109, win 501, length 164
20:32:36.183721 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 221796:221960, ack 109, win 501, length 164
20:32:36.183775 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 221960:222124, ack 109, win 501, length 164
20:32:36.183839 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 222124:222288, ack 109, win 501, length 164
20:32:36.183896 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 222288:222452, ack 109, win 501, length 164
20:32:36.183949 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 222452:222616, ack 109, win 501, length 164
20:32:36.184383 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 215616, win 512, length 0
20:32:36.184384 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 216712, win 508, length 0
20:32:36.184440 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 222616:222780, ack 109, win 501, length 164
20:32:36.184469 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 218188, win 512, length 0
20:32:36.184469 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 219172, win 509, length 0
20:32:36.184604 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 222780:223376, ack 109, win 501, length 596
20:32:36.184660 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 223376:223540, ack 109, win 501, length 164
20:32:36.184705 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 223540:223704, ack 109, win 501, length 164
20:32:36.184752 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 223704:223868, ack 109, win 501, length 164
20:32:36.184796 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 223868:224032, ack 109, win 501, length 164
20:32:36.184861 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 224032:224196, ack 109, win 501, length 164
20:32:36.184918 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 224196:224360, ack 109, win 501, length 164
20:32:36.184963 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 224360:224524, ack 109, win 501, length 164
20:32:36.185015 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 224524:224688, ack 109, win 501, length 164
20:32:36.185070 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 224688:224852, ack 109, win 501, length 164
20:32:36.185133 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 224852:225016, ack 109, win 501, length 164
20:32:36.185180 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 225016:225180, ack 109, win 501, length 164
20:32:36.185227 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 225180:225344, ack 109, win 501, length 164
20:32:36.185275 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 225344:225508, ack 109, win 501, length 164
20:32:36.185315 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 225508:225672, ack 109, win 501, length 164
20:32:36.185354 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 225672:225836, ack 109, win 501, length 164
20:32:36.185400 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 225836:226000, ack 109, win 501, length 164
20:32:36.185456 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226000:226164, ack 109, win 501, length 164
20:32:36.185512 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226164:226328, ack 109, win 501, length 164
20:32:36.185574 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226328:226492, ack 109, win 501, length 164
20:32:36.185618 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226492:226656, ack 109, win 501, length 164
20:32:36.185671 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226656:226820, ack 109, win 501, length 164
20:32:36.185732 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226820:226984, ack 109, win 501, length 164
20:32:36.185788 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 226984:227148, ack 109, win 501, length 164
20:32:36.185955 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 227148:227312, ack 109, win 501, length 164
20:32:36.186024 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 227312:227476, ack 109, win 501, length 164
20:32:36.186086 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 227476:227640, ack 109, win 501, length 164
20:32:36.186128 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 227640:227804, ack 109, win 501, length 164
20:32:36.186176 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 227804:227968, ack 109, win 501, length 164
20:32:36.186233 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 220320, win 512, length 0
20:32:36.186233 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 222616, win 512, length 0
20:32:36.186257 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 227968:228132, ack 109, win 501, length 164
20:32:36.186321 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 223704, win 508, length 0
20:32:36.186344 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 228132:228512, ack 109, win 501, length 380
20:32:36.186394 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 228512:228788, ack 109, win 501, length 276
20:32:36.186641 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 228788:228952, ack 109, win 501, length 164
20:32:36.186693 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 228952:229116, ack 109, win 501, length 164
20:32:36.186742 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 229116:229280, ack 109, win 501, length 164
20:32:36.186789 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 229280:229444, ack 109, win 501, length 164
20:32:36.186832 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 229444:229608, ack 109, win 501, length 164
20:32:36.186924 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 229608:229772, ack 109, win 501, length 164
20:32:36.186980 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 229772:229936, ack 109, win 501, length 164
20:32:36.187048 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 229936:230100, ack 109, win 501, length 164
20:32:36.187094 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 230100:230264, ack 109, win 501, length 164
20:32:36.187133 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 230264:230428, ack 109, win 501, length 164
20:32:36.187171 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 230428:230592, ack 109, win 501, length 164
20:32:36.187209 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 230592:230756, ack 109, win 501, length 164
20:32:36.187257 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 230756:230920, ack 109, win 501, length 164
20:32:36.187302 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 230920:231084, ack 109, win 501, length 164
20:32:36.187343 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 231084:231248, ack 109, win 501, length 164
20:32:36.187382 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 231248:231412, ack 109, win 501, length 164
20:32:36.187421 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 231412:231576, ack 109, win 501, length 164
20:32:36.187458 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 231576:231740, ack 109, win 501, length 164
20:32:36.187495 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 231740:231904, ack 109, win 501, length 164
20:32:36.187531 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 231904:232068, ack 109, win 501, length 164
20:32:36.187568 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 232068:232232, ack 109, win 501, length 164
20:32:36.187605 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 232232:232396, ack 109, win 501, length 164
20:32:36.188707 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 225016, win 512, length 0
20:32:36.188707 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 227476, win 512, length 0
20:32:36.188707 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 228788, win 512, length 0
20:32:36.188751 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 232396:232560, ack 109, win 501, length 164
20:32:36.189107 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 232560:233052, ack 109, win 501, length 492
20:32:36.189169 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 233052:233216, ack 109, win 501, length 164
20:32:36.189214 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 233216:233380, ack 109, win 501, length 164
20:32:36.189260 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 233380:233544, ack 109, win 501, length 164
20:32:36.189305 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 233544:233708, ack 109, win 501, length 164
